,current_state,lemma,lemma_input_entities,interest_score
372,"('(c+f)=a', '(a+(c+f))=(a+a)', '(a*((a+(c+f))+a))=((a*(a+(c+f)))+(a*a))', '(a*((a+a)+a))=((a*(a+(c+f)))+(a*a))', '((c+(a*((a+a)+a)))*f)=((c*f)+((a*((a+a)+a))*f))', '((c+((a*(a+(c+f)))+(a*a)))*f)=((c*f)+((a*((a+a)+a))*f))', '(((c+((a*(a+(c+f)))+(a*a)))*f)*((c*f)*a))=((((c+((a*(a+(c+f)))+(a*a)))*f)*(c*f))*a)', '(((c*f)+((a*((a+a)+a))*f))*((c*f)*a))=((((c+((a*(a+(c+f)))+(a*a)))*f)*(c*f))*a)', '(a+(c+f))=((a+c)+f)')",EquivalenceSubstitution,"('(a+(c+f))', '((a+c)+f)')",8
373,(),MultiplicationAssociativity,"('b', 'c', 'b')",6
374,"('(b*(c*b))=((b*c)*b)',)",MultiplicationCommutativity,"('b', '(c*b)')",6
375,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)')",EquivalenceSubstitution,"('(b*(c*b))', '((c*b)*b)')",6
376,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)')",MultiplicationOne,"('1', '((c*b)*b)')",6
377,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)', '((c*b)*b)=(1*((c*b)*b))')",EquivalenceSubstitution,"('((c*b)*b)', '((b*c)*b)')",6
378,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)', '((c*b)*b)=(1*((c*b)*b))', '((b*c)*b)=(1*((c*b)*b))')",AdditionMultiplicationRightDistribution,"('c', 'c', '((b*c)*b)')",6
379,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)', '((c*b)*b)=(1*((c*b)*b))', '((b*c)*b)=(1*((c*b)*b))', '(c*(c+((b*c)*b)))=((c*c)+(c*((b*c)*b)))')",EquivalenceSubstitution,"('((b*c)*b)', '(1*((c*b)*b))')",6
380,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)', '((c*b)*b)=(1*((c*b)*b))', '((b*c)*b)=(1*((c*b)*b))', '(c*(c+((b*c)*b)))=((c*c)+(c*((b*c)*b)))', '(c*(c+(1*((c*b)*b))))=((c*c)+(c*((b*c)*b)))')",AdditionAssociativity,"('(c*(c+(1*((c*b)*b))))', '(c*b)', 'b')",6
381,"('(b*(c*b))=((b*c)*b)', '(b*(c*b))=((c*b)*b)', '((c*b)*b)=((b*c)*b)', '((c*b)*b)=(1*((c*b)*b))', '((b*c)*b)=(1*((c*b)*b))', '(c*(c+((b*c)*b)))=((c*c)+(c*((b*c)*b)))', '(c*(c+(1*((c*b)*b))))=((c*c)+(c*((b*c)*b)))', '((c*(c+(1*((c*b)*b))))+((c*b)+b))=(((c*(c+(1*((c*b)*b))))+(c*b))+b)')",EquivalenceSubstitution,"('(c*(c+(1*((c*b)*b))))', '((c*c)+(c*((b*c)*b)))')",6
382,(),MultiplicationAssociativity,"('c', 'a', 'b')",8
383,"('(c*(a*b))=((c*a)*b)',)",AdditionCommutativity,"('(c*(a*b))', 'c')",8
384,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))')",EquivalenceSubstitution,"('(c*(a*b))', '((c*a)*b)')",8
385,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))')",MultiplicationCommutativity,"('(c*a)', 'b')",8
386,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))', '((c*a)*b)=(b*(c*a))')",EquivalenceSubstitution,"('((c*a)*b)', '(b*(c*a))')",8
387,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))', '((c*a)*b)=(b*(c*a))', '((b*(c*a))+c)=(c+(c*(a*b)))')",MultiplicationOne,"('1', '((b*(c*a))+c)')",8
388,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))', '((c*a)*b)=(b*(c*a))', '((b*(c*a))+c)=(c+(c*(a*b)))', '((b*(c*a))+c)=(1*((b*(c*a))+c))')",EquivalenceSubstitution,"('((b*(c*a))+c)', '(c+(c*(a*b)))')",8
389,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))', '((c*a)*b)=(b*(c*a))', '((b*(c*a))+c)=(c+(c*(a*b)))', '((b*(c*a))+c)=(1*((b*(c*a))+c))', '(c+(c*(a*b)))=(1*((b*(c*a))+c))')",SquareDefinition,"('(c+(c*(a*b)))',)",8
390,"('(c*(a*b))=((c*a)*b)', '((c*(a*b))+c)=(c+(c*(a*b)))', '(((c*a)*b)+c)=(c+(c*(a*b)))', '((c*a)*b)=(b*(c*a))', '((b*(c*a))+c)=(c+(c*(a*b)))', '((b*(c*a))+c)=(1*((b*(c*a))+c))', '(c+(c*(a*b)))=(1*((b*(c*a))+c))', '((c+(c*(a*b)))*(c+(c*(a*b))))=((c+(c*(a*b)))^2)')",EquivalenceSubstitution,"('(c+(c*(a*b)))', '(1*((b*(c*a))+c))')",8
391,(),MultiplicationAssociativity,"('b', 'b', 'c')",6
392,"('(b*(b*c))=((b*b)*c)',)",AdditionSimplification,"('(b*(b*c))',)",6
393,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))')",EquivalenceSubstitution,"('(b*(b*c))', '((b*b)*c)')",6
394,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))')",AdditionAssociativity,"('0', 'a', 'a')",6
395,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))', '(0+(a+a))=((0+a)+a)')",EquivalenceSubstitution,"('0', '((b*(b*c))+(-((b*b)*c)))')",6
396,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))', '(0+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((0+a)+a)')",AdditionCommutativity,"('((b*(b*c))+(-((b*b)*c)))', '(a+a)')",6
397,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))', '(0+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((a+a)+((b*(b*c))+(-((b*b)*c))))')",EquivalenceSubstitution,"('(((b*(b*c))+(-((b*b)*c)))+(a+a))', '((a+a)+((b*(b*c))+(-((b*b)*c))))')",6
398,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))', '(0+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((a+a)+((b*(b*c))+(-((b*b)*c))))', '((a+a)+((b*(b*c))+(-((b*b)*c))))=((0+a)+a)')",AdditionMultiplicationRightDistribution,"('(b*c)', '((a+a)+((b*(b*c))+(-((b*b)*c))))', '0')",6
399,"('(b*(b*c))=((b*b)*c)', '0=((b*(b*c))+(-(b*(b*c))))', '0=((b*(b*c))+(-((b*b)*c)))', '(0+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((0+a)+a)', '(((b*(b*c))+(-((b*b)*c)))+(a+a))=((a+a)+((b*(b*c))+(-((b*b)*c))))', '((a+a)+((b*(b*c))+(-((b*b)*c))))=((0+a)+a)', '((b*c)*(((a+a)+((b*(b*c))+(-((b*b)*c))))+0))=(((b*c)*((a+a)+((b*(b*c))+(-((b*b)*c)))))+((b*c)*0))')",EquivalenceSubstitution,"('((a+a)+((b*(b*c))+(-((b*b)*c))))', '((0+a)+a)')",6
400,(),AdditionCommutativity,"('b', 'a')",6
401,"('(b+a)=(a+b)',)",AdditionZero,"('0', '(b+a)')",6
402,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))')",EquivalenceSubstitution,"('(b+a)', '(a+b)')",6
403,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))')",AdditionAssociativity,"('0', 'b', 'a')",6
404,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))', '(0+(b+a))=((0+b)+a)')",EquivalenceSubstitution,"('(0+(b+a))', '((0+b)+a)')",6
405,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))', '(0+(b+a))=((0+b)+a)', '(a+b)=((0+b)+a)')",MultiplicationOne,"('(a+b)', '1')",6
406,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))', '(0+(b+a))=((0+b)+a)', '(a+b)=((0+b)+a)', '(a+b)=((a+b)*1)')",EquivalenceSubstitution,"('(a+b)', '((0+b)+a)')",6
407,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))', '(0+(b+a))=((0+b)+a)', '(a+b)=((0+b)+a)', '(a+b)=((a+b)*1)', '((0+b)+a)=((a+b)*1)')",SquareDefinition,"('((0+b)+a)',)",6
408,"('(b+a)=(a+b)', '(b+a)=(0+(b+a))', '(a+b)=(0+(b+a))', '(0+(b+a))=((0+b)+a)', '(a+b)=((0+b)+a)', '(a+b)=((a+b)*1)', '((0+b)+a)=((a+b)*1)', '(((0+b)+a)*((0+b)+a))=(((0+b)+a)^2)')",EquivalenceSubstitution,"('((0+b)+a)', '((a+b)*1)')",6
409,"('(c+f)=c',)",AdditionMultiplicationLeftDistribution,"('a', 'c', 'a')",8
410,"('((c+a)*a)=((c*a)+(a*a))', '(c+f)=c')",AdditionZero,"('0', '((c+a)*a)')",8
411,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '(c+f)=c')",EquivalenceSubstitution,"('((c+a)*a)', '((c*a)+(a*a))')",8
412,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '((c*a)+(a*a))=(0+((c+a)*a))', '(c+f)=c')",SquareDefinition,"('a',)",8
413,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '((c*a)+(a*a))=(0+((c+a)*a))', '(a*a)=(a^2)', '(c+f)=c')",EquivalenceSubstitution,"('(a*a)', '(a^2)')",8
414,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '((c*a)+(a*a))=(0+((c+a)*a))', '(a*a)=(a^2)', '((c*a)+(a^2))=(0+((c+a)*a))', '(c+f)=c')",PrincipleOfEquality,"('((c*a)+(a^2))', '(0+((c+a)*a))', '(c+f)', 'c')",8
415,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '((c*a)+(a*a))=(0+((c+a)*a))', '(a*a)=(a^2)', '((c*a)+(a^2))=(0+((c+a)*a))', '(c+f)=c', '(((c*a)+(a^2))+(c+f))=((0+((c+a)*a))+c)')",MultiplicationAssociativity,"('(((c*a)+(a^2))+(c+f))', '(a^2)', '(a^2)')",8
416,"('((c+a)*a)=((c*a)+(a*a))', '((c+a)*a)=(0+((c+a)*a))', '((c*a)+(a*a))=(0+((c+a)*a))', '(a*a)=(a^2)', '((c*a)+(a^2))=(0+((c+a)*a))', '(c+f)=c', '(((c*a)+(a^2))+(c+f))=((0+((c+a)*a))+c)', '((((c*a)+(a^2))+(c+f))*((a^2)*(a^2)))=(((((c*a)+(a^2))+(c+f))*(a^2))*(a^2))')",EquivalenceSubstitution,"('(((c*a)+(a^2))+(c+f))', '((0+((c+a)*a))+c)')",8
417,(),AdditionMultiplicationRightDistribution,"('b', 'b', 'a')",8
418,"('(b*(b+a))=((b*b)+(b*a))',)",AdditionZero,"('(b*(b+a))', '0')",8
419,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)')",EquivalenceSubstitution,"('(b*(b+a))', '((b*b)+(b*a))')",8
420,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)')",MultiplicationSimplification,"('((b*b)+(b*a))',)",8
421,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)', '1=(((b*b)+(b*a))*(\\frac{1}{((b*b)+(b*a))}))')",EquivalenceSubstitution,"('((b*b)+(b*a))', '((b*(b+a))+0)')",8
422,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)', '1=(((b*b)+(b*a))*(\\frac{1}{((b*b)+(b*a))}))', '1=(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))')",AdditionMultiplicationLeftDistribution,"('(\\frac{1}{((b*(b+a))+0)})', '(b*b)', '(b*a)')",8
423,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)', '1=(((b*b)+(b*a))*(\\frac{1}{((b*b)+(b*a))}))', '1=(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))', '(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))=(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))')",EquivalenceSubstitution,"('(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))', '(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))')",8
424,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)', '1=(((b*b)+(b*a))*(\\frac{1}{((b*b)+(b*a))}))', '1=(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))', '(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))=(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))', '1=(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))')",MultiplicationCommutativity,"('(b*b)', '(\\frac{1}{((b*(b+a))+0)})')",8
425,"('(b*(b+a))=((b*b)+(b*a))', '(b*(b+a))=((b*(b+a))+0)', '((b*b)+(b*a))=((b*(b+a))+0)', '1=(((b*b)+(b*a))*(\\frac{1}{((b*b)+(b*a))}))', '1=(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))', '(((b*b)+(b*a))*(\\frac{1}{((b*(b+a))+0)}))=(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))', '1=(((b*b)*(\\frac{1}{((b*(b+a))+0)}))+((b*a)*(\\frac{1}{((b*(b+a))+0)})))', '((b*b)*(\\frac{1}{((b*(b+a))+0)}))=((\\frac{1}{((b*(b+a))+0)})*(b*b))')",EquivalenceSubstitution,"('((b*b)*(\\frac{1}{((b*(b+a))+0)}))', '((\\frac{1}{((b*(b+a))+0)})*(b*b))')",8
426,"('(a+f)=c',)",PrincipleOfEquality,"('c', 'c', '(a+f)', 'c')",8
427,"('(a+f)=c', '(c+(a+f))=(c+c)')",SquareDefinition,"('(c+(a+f))',)",8
428,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)')",EquivalenceSubstitution,"('(c+(a+f))', '(c+c)')",8
429,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)')",AdditionSimplification,"('((c+(a+f))*(c+c))',)",8
430,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))*(c+c))))')",EquivalenceSubstitution,"('((c+(a+f))*(c+c))', '((c+(a+f))^2)')",8
431,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))*(c+c))))', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))')",AdditionZero,"('0', '0')",8
432,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))*(c+c))))', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))', '0=(0+0)')",EquivalenceSubstitution,"('0', '(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))')",8
433,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))*(c+c))))', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))', '0=(0+0)', '(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))=(0+0)')",AdditionMultiplicationRightDistribution,"('(c+(a+f))', 'c', 'c')",8
434,"('(a+f)=c', '(c+(a+f))=(c+c)', '((c+(a+f))*(c+(a+f)))=((c+(a+f))^2)', '((c+(a+f))*(c+c))=((c+(a+f))^2)', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))*(c+c))))', '0=(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))', '0=(0+0)', '(((c+(a+f))*(c+c))+(-((c+(a+f))^2)))=(0+0)', '((c+(a+f))*(c+c))=(((c+(a+f))*c)+((c+(a+f))*c))')",EquivalenceSubstitution,"('((c+(a+f))*(c+c))', '(((c+(a+f))*c)+((c+(a+f))*c))')",8
435,"('(b+f)=a',)",SquareDefinition,"('b',)",6
436,"('(b*b)=(b^2)', '(b+f)=a')",MultiplicationCommutativity,"('b', 'b')",6
437,"('(b*b)=(b^2)', '(b*b)=(b*b)', '(b+f)=a')",AdditionMultiplicationLeftDistribution,"('(b^2)', '(b*b)', 'b')",6
438,"('(b*b)=(b^2)', '(b*b)=(b*b)', '(((b*b)+b)*(b^2))=(((b*b)*(b^2))+(b*(b^2)))', '(b+f)=a')",PrincipleOfEquality,"('(((b*b)+b)*(b^2))', '(((b*b)*(b^2))+(b*(b^2)))', '(b+f)', 'a')",6
439,"('(b*b)=(b^2)', '(b*b)=(b*b)', '(((b*b)+b)*(b^2))=(((b*b)*(b^2))+(b*(b^2)))', '(b+f)=a', '((((b*b)+b)*(b^2))+(b+f))=((((b*b)*(b^2))+(b*(b^2)))+a)')",AdditionAssociativity,"('(((b*b)+b)*(b^2))', 'b', 'f')",6
440,"('(b*b)=(b^2)', '(b*b)=(b*b)', '(((b*b)+b)*(b^2))=(((b*b)*(b^2))+(b*(b^2)))', '(b+f)=a', '((((b*b)+b)*(b^2))+(b+f))=((((b*b)*(b^2))+(b*(b^2)))+a)', '((((b*b)+b)*(b^2))+(b+f))=(((((b*b)+b)*(b^2))+b)+f)')",EquivalenceSubstitution,"('((((b*b)+b)*(b^2))+(b+f))', '(((((b*b)+b)*(b^2))+b)+f)')",6
441,(),MultiplicationAssociativity,"('c', 'b', 'b')",8
442,"('(c*(b*b))=((c*b)*b)',)",AdditionAssociativity,"('(c*(b*b))', '(b*b)', '(b*b)')",8
443,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))')",EquivalenceSubstitution,"('(c*(b*b))', '((c*b)*b)')",8
444,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '(((c*b)*b)+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))')",AdditionMultiplicationLeftDistribution,"('(((c*b)*b)+((b*b)+(b*b)))', 'b', '(c*b)')",8
445,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '(((c*b)*b)+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '((b+(c*b))*(((c*b)*b)+((b*b)+(b*b))))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))')",EquivalenceSubstitution,"('(((c*b)*b)+((b*b)+(b*b)))', '(((c*(b*b))+(b*b))+(b*b))')",8
446,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '(((c*b)*b)+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '((b+(c*b))*(((c*b)*b)+((b*b)+(b*b))))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))', '((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))')",AdditionZero,"('((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))', '0')",8
447,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '(((c*b)*b)+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '((b+(c*b))*(((c*b)*b)+((b*b)+(b*b))))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))', '((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))', '((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))=(((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))+0)')",EquivalenceSubstitution,"('((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))', '((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))')",8
448,"('(c*(b*b))=((c*b)*b)', '((c*(b*b))+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '(((c*b)*b)+((b*b)+(b*b)))=(((c*(b*b))+(b*b))+(b*b))', '((b+(c*b))*(((c*b)*b)+((b*b)+(b*b))))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))', '((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))=((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))', '((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))=(((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))+0)', '((b*(((c*b)*b)+((b*b)+(b*b))))+((c*b)*(((c*b)*b)+((b*b)+(b*b)))))=(((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))+0)')",EquMoveTerm,"('(b*(((c*b)*b)+((b*b)+(b*b))))', '((c*b)*(((c*b)*b)+((b*b)+(b*b))))', '(((b+(c*b))*(((c*(b*b))+(b*b))+(b*b)))+0)')",8
449,(),AdditionSimplification,"('c',)",6
450,"('0=(c+(-c))',)",SquareDefinition,"('0',)",6
451,"('0=(c+(-c))', '(0*0)=(0^2)')",EquivalenceSubstitution,"('0', '(c+(-c))')",6
452,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)')",MultiplicationCommutativity,"('0', '(c+(-c))')",6
453,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((c+(-c))*0)')",EquivalenceSubstitution,"('(0*(c+(-c)))', '((c+(-c))*0)')",6
454,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((c+(-c))*0)', '((c+(-c))*0)=(0^2)')",MultiplicationAssociativity,"('((c+(-c))*0)', '(-c)', 'a')",6
455,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((c+(-c))*0)', '((c+(-c))*0)=(0^2)', '(((c+(-c))*0)*((-c)*a))=((((c+(-c))*0)*(-c))*a)')",EquivalenceSubstitution,"('((c+(-c))*0)', '(0^2)')",6
456,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((c+(-c))*0)', '((c+(-c))*0)=(0^2)', '(((c+(-c))*0)*((-c)*a))=((((c+(-c))*0)*(-c))*a)', '((0^2)*((-c)*a))=((((c+(-c))*0)*(-c))*a)')",AdditionCommutativity,"('c', '(-c)')",6
457,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((c+(-c))*0)', '((c+(-c))*0)=(0^2)', '(((c+(-c))*0)*((-c)*a))=((((c+(-c))*0)*(-c))*a)', '((0^2)*((-c)*a))=((((c+(-c))*0)*(-c))*a)', '(c+(-c))=((-c)+c)')",EquivalenceSubstitution,"('(c+(-c))', '((-c)+c)')",6
458,(),AdditionMultiplicationRightDistribution,"('a', 'a', 'b')",8
459,"('(a*(a+b))=((a*a)+(a*b))',)",AdditionMultiplicationLeftDistribution,"('(a+b)', '(a*b)', '(a*(a+b))')",8
460,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))')",EquivalenceSubstitution,"('(a*(a+b))', '((a*a)+(a*b))')",8
461,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))')",MultiplicationSimplification,"('(((a*b)+((a*a)+(a*b)))*(a+b))',)",8
462,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)+((a*a)+(a*b)))*(a+b))}))')",EquivalenceSubstitution,"('(((a*b)+((a*a)+(a*b)))*(a+b))', '(((a*b)*(a+b))+((a*(a+b))*(a+b)))')",8
